Date UTC;T° (C);P (hPa);HR (%);P.rosée (°C);Visi (km);Vt. moy. (km/h);Vt. raf. (km/h);Vt. dir (°);RR 3h (mm);Neige (cm);Nebul. (octats)
16/01/16 18h00;5.2;1030.8;78;1.7;25;3.704;9.26;180;0;;6
16/01/16 21h00;2.7;1030.2;92;1.5;15;5.556;7.408;160;0;;6
17/01/16 00h00;4.7;1029.6;92;3.5;10;9.26;14.816;170;0;;7
17/01/16 03h00;5.1;1027.7;90;3.6;20;7.408;12.964;160;0;;8
17/01/16 06h00;5.4;1025.9;91;4;20;11.112;16.668;170;0;;8
17/01/16 09h00;5.4;1025.6;86;3.2;45;9.26;16.668;150;0;0;7
17/01/16 12h00;7.3;1023.6;84;4.8;19;16.668;25.928;150;;0;7
17/01/16 15h00;8.1;1020.1;87;6.1;25;16.668;31.484;150;0;;8
17/01/16 18h00;7.4;1017.8;94;6.5;11;20.372;33.336;140;2;;8
17/01/16 21h00;6.8;1014.3;94;5.9;11;24.076;38.892;140;2;;8
18/01/16 00h00;7.3;1010.7;92;6.1;8;33.336;48.152;150;5;;8
18/01/16 03h00;7.8;1006.6;94;6.9;3;25.928;48.152;150;7;;8
18/01/16 06h00;6.1;1005.1;94;5.2;6;14.816;35.188;140;8;;8
18/01/16 09h00;5.6;1006.3;94;4.7;15;9.26;20.372;140;0;;7
18/01/16 12h00;5.7;1007;92;4.5;15;14.816;24.076;160;;;6
18/01/16 15h00;7;1006.8;90;5.5;15;14.816;20.372;160;0;;6
18/01/16 18h00;6.4;1008.7;93;5.3;6;9.26;14.816;150;0;;6
18/01/16 21h00;5.9;1010.1;97;5.5;0.1;9.26;12.964;170;0;;8
19/01/16 00h00;6;1011.2;98;5.7;1.2;12.964;16.668;180;0;;8
19/01/16 03h00;5.6;1011.8;97;5.2;2;7.408;11.112;160;0;;8
19/01/16 06h00;5.5;1012.2;96;4.9;3;7.408;14.816;160;0;;8
19/01/16 09h00;5.7;1013.2;97;5.3;3;11.112;16.668;170;3;;7
19/01/16 12h00;6.2;1014.2;95;5.5;4.7;5.556;11.112;100;;0;8
19/01/16 15h00;6.2;1013.7;94;5.3;3;3.704;7.408;60;0;;7
19/01/16 18h00;5.6;1014.5;96;5;1.2;7.408;16.668;90;0;;8
19/01/16 21h00;5;1015.2;96;4.4;2.7;9.26;12.964;110;0;0;8
20/01/16 00h00;4.7;1015.6;95;4;4;11.112;16.668;160;0;;8
20/01/16 03h00;4.4;1015.2;96;3.8;6;11.112;16.668;150;0;;7
20/01/16 06h00;4.8;1015.6;95;4.1;6;5.556;12.964;110;0;;8
20/01/16 09h00;4.9;1016.6;93;3.9;6;11.112;16.668;140;0;;8
20/01/16 12h00;6.5;1017;89;4.8;7;18.52;24.076;150;0;;7
20/01/16 15h00;7;1016.7;89;5.3;7;18.52;24.076;170;0;;8
20/01/16 18h00;6.5;1017.2;92;5.3;5;14.816;25.928;140;0;;7
20/01/16 21h00;6.3;1017.6;95;5.6;3;16.668;25.928;150;0;;8
21/01/16 00h00;6.5;1017.8;93;5.4;3;16.668;27.78;160;0;;8
21/01/16 03h00;6.8;1017.1;94;5.9;4;22.224;35.188;150;0;;8
21/01/16 06h00;6.8;1016.9;93;5.7;4.5;27.78;42.596;150;0;;8
21/01/16 09h00;5.6;1018;96;5;3;20.372;40.744;140;1;;8
21/01/16 12h00;5.7;1018;95;5;6;35.188;53.708;160;1;;8
21/01/16 15h00;6.2;1017.1;97;5.8;3;27.78;46.3;160;;;8
21/01/16 18h00;7.7;1016.9;95;6.9;6;29.632;50.004;160;;;8
21/01/16 21h00;7.7;1016.8;95;6.9;4.8;31.484;51.856;160;;;8
22/01/16 00h00;9.8;1016;95;9;8;31.484;53.708;170;3;;8
22/01/16 03h00;11.1;1015;97;10.6;2.5;27.78;51.856;170;11;;8
22/01/16 06h00;12.4;1014.5;98;12.1;0.3;31.484;46.3;200;2;;8
22/01/16 09h00;12.6;1015.8;98;12.3;10;29.632;48.152;240;6;;8
22/01/16 12h00;12.7;1018.8;88;10.8;8;18.52;40.744;270;;;8
22/01/16 15h00;12.5;1021.6;79;9;10;18.52;42.596;270;0;;5
22/01/16 18h00;8.9;1024.9;85;6.5;12;9.26;22.224;260;0;;1
22/01/16 21h00;8.5;1027.3;93;7.4;6;11.112;18.52;230;0;;3
23/01/16 00h00;8.4;1028.9;95;7.6;3.8;11.112;18.52;230;0;0;6
23/01/16 03h00;9.1;1030.2;97;8.6;1;11.112;14.816;190;0;;8
23/01/16 06h00;6.9;1029.9;97;6.5;0.3;9.26;18.52;160;0;;7
23/01/16 09h00;7.2;1030.2;97;6.8;8;16.668;27.78;150;0;;7
23/01/16 12h00;10.6;1029.6;91;9.2;4;25.928;48.152;160;0;;8
23/01/16 15h00;11.4;1027.4;95;10.6;4;29.632;50.004;170;4;;8
23/01/16 18h00;12.4;1027.6;97;11.9;2;27.78;44.448;190;6;;8
23/01/16 21h00;12.5;1028.1;98;12.2;0.3;27.78;42.596;200;2;;8
24/01/16 00h00;12.4;1028.5;98;12.1;0.3;25.928;40.744;200;0;;8
24/01/16 03h00;12.4;1028.2;98;12.1;0.4;20.372;37.04;210;;;8
24/01/16 06h00;12.6;1028.1;98;12.3;4;18.52;35.188;190;0;;8
24/01/16 09h00;13;1028.1;96;12.4;6;14.816;24.076;180;0;;7
24/01/16 12h00;15.5;1027.2;80;12.1;40;27.78;42.596;170;0;;4
24/01/16 15h00;16;1025.1;59;8;35;31.484;50.004;180;0;;4
24/01/16 18h00;13.3;1024.1;61;5.9;20;22.224;37.04;160;0;;6
24/01/16 21h00;11.8;1022.8;57;3.5;30;20.372;40.744;140;0;;3
25/01/16 00h00;11.6;1021.4;74;7.1;30;20.372;33.336;160;0;;3
25/01/16 03h00;11.6;1020.4;86;9.3;15;25.928;42.596;180;0;;7
25/01/16 06h00;12.2;1018.9;86;9.9;18;24.076;42.596;170;0;;7
25/01/16 09h00;13.8;1019.8;86;11.5;12;29.632;44.448;200;0;;8
25/01/16 12h00;12.8;1021.8;77;8.9;15;27.78;57.412;240;0;;8
25/01/16 15h00;12;1023.2;73;7.3;19;22.224;48.152;260;0;0;7
25/01/16 18h00;9.8;1025.7;86;7.6;15;12.964;22.224;240;0;;6
25/01/16 21h00;7.4;1026.9;92;6.2;10;9.26;12.964;220;0;;6
26/01/16 00h00;7.1;1027.4;92;5.9;9;7.408;16.668;180;0;0;
26/01/16 03h00;9.4;1025.4;75;5.2;20;24.076;35.188;210;0;;7
26/01/16 06h00;10.3;1023.7;72;5.5;20;31.484;57.412;220;0;;7
26/01/16 09h00;10.8;1022.2;78;7.1;20;40.744;61.116;210;0;;7
26/01/16 12h00;11.7;1021.6;79;8.2;13;44.448;74.08;210;0;0;8
26/01/16 15h00;10.9;1019.9;90;9.3;8;37.04;61.116;210;2;;8
26/01/16 18h00;11.3;1019.7;91;9.9;7;35.188;57.412;210;2;;8
26/01/16 21h00;11.7;1018.4;89;9.9;6;38.892;62.968;210;0;;8
27/01/16 00h00;11.6;1017.7;93;10.5;6;42.596;70.376;210;2;;8
27/01/16 03h00;11.4;1015.6;96;10.8;2;44.448;79.636;210;5;;8
27/01/16 06h00;12;1015;97;11.5;2.5;42.596;74.08;220;8;;8
27/01/16 09h00;11.9;1014.1;97;11.4;2.5;44.448;74.08;210;1;;8
27/01/16 12h00;12.2;1013.7;96;11.6;2.4;42.596;74.08;220;9;0;8
27/01/16 15h00;12.2;1012.9;96;11.6;4;20.372;53.708;260;10;;8
27/01/16 18h00;9.8;1016.1;93;8.7;5;12.964;24.076;310;5;;8
27/01/16 21h00;8.6;1019.5;85;6.2;15;7.408;12.964;330;0;;8
28/01/16 00h00;8.1;1022.3;79;4.7;15;5.556;12.964;340;0;;8
28/01/16 03h00;6.8;1024.9;79;3.4;20;7.408;12.964;350;;;8
28/01/16 06h00;6;1026.7;76;2.1;30;7.408;9.26;340;0;;6
28/01/16 09h00;4;1029;91;2.7;30;3.704;5.556;290;0;;7
28/01/16 12h00;10.1;1030;54;1.2;30;12.964;22.224;290;0;;2
28/01/16 15h00;10;1029.5;57;1.9;30;16.668;31.484;250;0;;5
28/01/16 18h00;7.1;1030.6;72;2.4;30;11.112;22.224;220;0;;6
28/01/16 21h00;9.3;1030.4;72;4.5;40;20.372;31.484;230;0;;7
29/01/16 00h00;9.4;1030.3;86;7.2;15;24.076;42.596;230;;;7
29/01/16 03h00;10.1;1029.8;86;7.9;12;29.632;46.3;230;;;8
29/01/16 06h00;10.1;1028.9;85;7.7;12;31.484;51.856;240;0;;8
29/01/16 09h00;10.3;1028.4;84;7.7;14;33.336;59.264;230;;0;8
29/01/16 12h00;11.6;1027.7;76;7.5;15;37.04;61.116;230;;;7
29/01/16 15h00;11.2;1026;83;8.4;14;37.04;57.412;230;0;;7
29/01/16 18h00;10.7;1025;87;8.6;6;33.336;68.524;220;;;7
29/01/16 21h00;10.4;1023.5;91;9;9;38.892;62.968;220;;;8
30/01/16 00h00;10.9;1021.1;88;9;15;40.744;68.524;230;;;8
30/01/16 03h00;10.6;1018.4;95;9.8;3;40.744;68.524;240;3;;8
30/01/16 06h00;11.1;1016.1;95;10.3;3.5;37.04;61.116;240;4;;8
30/01/16 09h00;9.6;1017;93;8.5;10;20.372;38.892;260;6;;8
30/01/16 12h00;8.2;1018.2;87;6.2;5;22.224;46.3;290;1;;8
30/01/16 15h00;8.7;1018;80;5.4;15;16.668;29.632;270;;;8
30/01/16 18h00;8;1018.3;89;6.3;15;12.964;20.372;240;;;8
30/01/16 21h00;7.9;1017;93;6.8;8;9.26;14.816;210;0;;8
31/01/16 00h00;8.7;1014.7;98;8.4;2;12.964;18.52;180;0;;8
31/01/16 03h00;11.2;1013.5;98;10.9;6;27.78;46.3;250;0;;8
31/01/16 06h00;12;1014.1;95;11.2;3.5;29.632;57.412;270;1;;8
31/01/16 09h00;12.2;1016.4;96;11.6;2.5;29.632;57.412;270;0;;8
31/01/16 12h00;12.5;1018.7;96;11.9;2;29.632;53.708;270;;;8
31/01/16 15h00;12.3;1020.1;95;11.5;2.5;29.632;55.56;270;;;8
31/01/16 18h00;11.7;1022.7;91;10.3;8;29.632;61.116;280;;;8
31/01/16 21h00;11.8;1024.9;87;9.7;10;22.224;42.596;250;;;8
01/02/16 00h00;11.7;1026;86;9.4;10;24.076;37.04;260;0;;8
01/02/16 03h00;11.3;1025.7;81;8.2;10;25.928;42.596;240;0;;8
01/02/16 06h00;10.7;1025.3;91;9.3;10;31.484;55.56;250;;;8
01/02/16 09h00;11.4;1026.3;83;8.6;15;25.928;57.412;230;;;8
01/02/16 12h00;12.3;1026.6;84;9.7;12;31.484;50.004;240;;;8
01/02/16 15h00;12;1025.6;87;9.9;10;29.632;51.856;240;;;8
01/02/16 18h00;11.6;1025.5;91;10.2;5;27.78;50.004;240;;;8
01/02/16 21h00;11.5;1025.2;94;10.6;6;29.632;44.448;230;;;8
02/02/16 00h00;11.3;1024.2;95;10.5;2.9;31.484;48.152;240;0;0;8
02/02/16 03h00;11.3;1022.7;96;10.7;2.3;31.484;51.856;230;0;0;8
02/02/16 06h00;11.4;1020.8;95;10.6;10;37.04;61.116;240;2;;8
02/02/16 09h00;8.5;1021.5;92;7.3;5;20.372;57.412;340;2;;8
02/02/16 12h00;10.1;1022.9;79;6.6;19;11.112;24.076;280;1;0;6
02/02/16 15h00;9.8;1023.1;73;5.2;19;16.668;35.188;280;0;0;
02/02/16 18h00;7.3;1024.2;84;4.8;30;11.112;18.52;270;0;;6
02/02/16 21h00;7;1025.4;86;4.8;30;9.26;20.372;270;0;;7
03/02/16 00h00;6.6;1025.7;73;2.1;55;18.52;61.116;280;0;0;
03/02/16 03h00;6.8;1026.6;71;1.9;50;27.78;46.3;320;0;0;7
03/02/16 06h00;6.2;1028.2;62;-0.5;30;24.076;48.152;310;1;;3
03/02/16 09h00;6.3;1031;68;0.8;25;18.52;35.188;300;0;;4
03/02/16 12h00;9.2;1033;54;0.4;18;27.78;51.856;310;0;0;
03/02/16 15h00;9.6;1033.1;59;2;25;24.076;38.892;310;;;6
03/02/16 18h00;5.7;1034.6;80;2.5;25;9.26;18.52;260;0;;7
03/02/16 21h00;4.6;1035.8;86;2.5;40;7.408;11.112;220;0;0;8
04/02/16 00h00;7.6;1035.3;81;4.5;55;9.26;12.964;240;0;0;8
04/02/16 03h00;9.4;1033.6;95;8.6;15;20.372;31.484;240;0;0;8
04/02/16 06h00;10.5;1032.7;89;8.8;15;18.52;35.188;280;;;8
04/02/16 09h00;10.7;1033.6;92;9.5;10;18.52;33.336;280;;;8
04/02/16 12h00;11.2;1033.9;89;9.5;15;16.668;37.04;290;;;8
04/02/16 15h00;10.9;1032.5;90;9.3;15;16.668;31.484;300;;;8
04/02/16 18h00;10.2;1032.5;94;9.3;8;9.26;18.52;230;;;8
04/02/16 21h00;9.6;1032;96;9;6;11.112;16.668;250;;;8
05/02/16 00h00;9.5;1030.6;95;8.7;10;14.816;22.224;240;;0;8
05/02/16 03h00;9.5;1028.1;97;9;8;12.964;22.224;190;;0;8
05/02/16 06h00;9.7;1025;91;8.3;15;18.52;31.484;200;;;8
05/02/16 09h00;10.2;1023.7;80;6.9;25;24.076;35.188;200;0;;6
05/02/16 12h00;11.4;1021.1;76;7.3;25;35.188;66.672;200;0;;6
05/02/16 15h00;10.8;1017.4;78;7.1;20;37.04;55.56;200;;;8
05/02/16 18h00;10.7;1015.5;80;7.4;20;33.336;50.004;190;0;;8
05/02/16 21h00;10.6;1013.8;75;6.3;19;25.928;46.3;220;0;;8
06/02/16 00h00;10.2;1012.1;87;8.1;9;31.484;50.004;210;0;0;8
06/02/16 03h00;10.2;1008.6;95;9.4;9;33.336;57.412;200;2;0;8
06/02/16 06h00;10.5;1004.9;94;9.6;5;40.744;66.672;200;0;;8
06/02/16 09h00;11.3;1001.5;80;8;13;51.856;87.044;190;;0;8
06/02/16 12h00;11.6;997.1;79;8.1;10;55.56;85.192;190;;;8
06/02/16 15h00;10.4;991.1;90;8.8;4;55.56;87.044;190;8;;8
06/02/16 18h00;8.8;990.4;85;6.4;5;27.78;61.116;240;7;;8
06/02/16 21h00;7.2;993.9;84;4.7;30;16.668;33.336;260;0;;8
07/02/16 00h00;6.7;996.3;66;0.8;45;38.892;62.968;250;0;0;
07/02/16 03h00;5.2;998.1;82;2.4;50;18.52;51.856;260;1;0;
07/02/16 06h00;6.1;1000.4;70;1;20;22.224;40.744;260;0;;6
07/02/16 09h00;6.8;1002.7;75;2.7;20;18.52;40.744;260;;;5
07/02/16 12h00;8.9;1004.4;70;3.7;20;31.484;42.596;240;0;;7
07/02/16 15h00;8.6;1002.9;84;6;10;35.188;57.412;230;2;;7
07/02/16 18h00;10;1000.5;94;9.1;2;44.448;77.784;230;3;;8
07/02/16 21h00;11;998;93;9.9;8;53.708;83.34;230;2;;8
08/02/16 00h00;11.6;997;72;6.7;7;42.596;90.748;250;4;0;8
08/02/16 03h00;9.7;997;83;7;4.4;42.596;79.636;260;1;0;8
08/02/16 06h00;9.4;997.8;71;4.4;8;35.188;74.08;260;2;;7
08/02/16 09h00;9.3;1000;64;2.8;10;40.744;94.452;270;1;;6
08/02/16 12h00;10.4;1003.2;65;4.1;10;42.596;77.784;260;0;;7
08/02/16 15h00;8.5;1004.6;74;4.1;10;38.892;79.636;270;1;;7
08/02/16 18h00;7.9;1005.6;73;3.4;10;20.372;74.08;260;;;7
08/02/16 21h00;8.4;1005.3;72;3.6;15;18.52;42.596;280;;;6
09/02/16 00h00;8.2;1002;89;6.5;16;18.52;27.78;210;2;0;8
09/02/16 03h00;8.4;994.5;95;7.6;10;24.076;35.188;230;10;0;8
09/02/16 06h00;6.7;990.3;95;6;9;11.112;27.78;290;6;;8
09/02/16 09h00;5;992.8;87;3;5;16.668;25.928;270;3;;7
09/02/16 12h00;3.4;993.6;88;1.6;6;37.04;74.08;290;6;;8
09/02/16 15h00;6.6;995.6;66;0.7;10;31.484;62.968;290;3;;7
09/02/16 18h00;5.5;998.7;68;0.1;10;29.632;61.116;290;0;;7
09/02/16 21h00;4.7;1001.4;76;0.8;20;25.928;50.004;280;1;;1
10/02/16 00h00;3.9;1003.7;71;-0.9;60;18.52;51.856;270;0;0;
10/02/16 03h00;4.1;1003.9;74;-0.1;60;20.372;35.188;260;0;0;6
10/02/16 06h00;2.1;1003.6;81;-0.8;20;5.556;53.708;290;0;;4
10/02/16 09h00;4.7;1003.9;73;0.3;30;11.112;33.336;240;;;2
10/02/16 12h00;8.3;1004.8;60;1;20;16.668;35.188;290;;;3
10/02/16 15h00;8.6;1005;62;1.7;30;18.52;31.484;290;;;3
10/02/16 18h00;4.7;1006.3;70;-0.3;30;9.26;14.816;250;0;;3
10/02/16 21h00;2.4;1006.9;78;-1;30;7.408;16.668;260;0;;3
11/02/16 00h00;2.3;1007.1;86;0.2;55;3.704;9.26;290;;0;
11/02/16 03h00;2.8;1007.3;89;1.2;14;11.112;25.928;270;;0;7
11/02/16 06h00;2.5;1006.9;90;1;30;3.704;24.076;260;0;;3
11/02/16 09h00;4.5;1007.4;86;2.4;30;9.26;18.52;270;0;;5
11/02/16 12h00;9;1007.2;65;2.8;30;11.112;18.52;170;1;;5
11/02/16 15h00;7;1005.4;78;3.4;30;9.26;29.632;220;;;6
11/02/16 18h00;6.5;1004.5;75;2.4;30;12.964;27.78;210;0;;7
11/02/16 21h00;5.8;1001;85;3.5;12;12.964;20.372;140;0;;7
12/02/16 00h00;5.9;996.7;94;5;6;12.964;31.484;160;7;0;8
12/02/16 03h00;7.7;991.6;93;6.6;19;16.668;25.928;230;2;0;8
12/02/16 06h00;7.2;990;88;5.3;10;16.668;42.596;280;2;;8
12/02/16 09h00;8.2;990.7;87;6.2;15;20.372;44.448;280;0;;7
12/02/16 12h00;9.5;992.4;82;6.6;17;20.372;59.264;280;0;0;7
12/02/16 15h00;9.3;993.5;85;6.9;15;22.224;53.708;290;3;;7
12/02/16 18h00;8.1;995.3;84;5.6;18;12.964;35.188;280;0;;6
12/02/16 21h00;5.7;994.9;89;4;14;9.26;11.112;220;0;;3
13/02/16 00h00;6.8;990.5;89;5.1;12;11.112;18.52;140;0;0;8
13/02/16 03h00;8;984.1;96;7.4;2.1;25.928;44.448;170;4;0;8
13/02/16 06h00;8.8;980.2;82;5.9;5;44.448;68.524;240;0;;7
13/02/16 09h00;8.4;976.4;91;7;3;48.152;83.34;250;5;;8
13/02/16 12h00;9.2;984.9;77;5.4;15;44.448;85.192;290;3;;7
13/02/16 15h00;9.6;988.2;72;4.8;30;27.78;66.672;290;;;7
13/02/16 18h00;8.1;989.2;82;5.2;12;16.668;31.484;270;0;;7
13/02/16 21h00;6.2;989.2;86;4;30;7.408;22.224;280;0;;6
14/02/16 00h00;6.3;990.1;89;4.6;3;5.556;35.188;290;2;0;8
14/02/16 03h00;5.7;990.4;83;3;19;12.964;29.632;280;2;0;7
14/02/16 06h00;5;990.4;79;1.7;25;9.26;42.596;270;0;;5
14/02/16 09h00;5.4;992;85;3.1;30;7.408;14.816;250;;;6
14/02/16 12h00;6.2;994;82;3.4;20;1.852;33.336;270;1;;7
14/02/16 15h00;8;996.4;75;3.8;20;1.852;12.964;200;0;;5
14/02/16 18h00;6;1001.9;87;4;20;20.372;42.596;30;;;7
14/02/16 21h00;5.5;1007.8;86;3.3;10;14.816;33.336;50;2;;8
15/02/16 00h00;5.5;1012.9;67;-0.1;55;22.224;48.152;30;0;0;8
15/02/16 03h00;4.5;1017.5;66;-1.3;55;18.52;35.188;10;0;0;
15/02/16 06h00;4;1021.4;65;-2;25;16.668;33.336;360;0;;6
15/02/16 09h00;4.3;1025.6;64;-1.9;25;22.224;38.892;20;0;;4
15/02/16 12h00;6.7;1028.9;56;-1.5;25;25.928;46.3;30;0;;4
15/02/16 15h00;7;1030.3;64;0.6;25;18.52;40.744;20;0;;4
15/02/16 18h00;4;1033.1;65;-2;25;5.556;24.076;350;0;;4
15/02/16 21h00;2;1035.4;74;-2.2;20;1.852;7.408;290;0;;6
16/02/16 00h00;1.6;1036;79;-1.7;19;3.704;5.556;160;0;0;7
16/02/16 03h00;-0.7;1036.3;90;-2.1;14;5.556;7.408;270;0;0;6
16/02/16 06h00;-0.6;1036.3;88;-2.3;18;7.408;14.816;170;0;;0
16/02/16 09h00;4.2;1036.5;64;-2;35;9.26;12.964;180;0;;1
16/02/16 12h00;8.2;1035.3;46;-2.8;40;14.816;24.076;190;0;;3
16/02/16 15h00;8.1;1033.2;50;-1.7;40;22.224;35.188;190;0;;4
16/02/16 18h00;5.4;1031.2;62;-1.3;40;14.816;27.78;180;0;;4
16/02/16 21h00;4.1;1029.7;72;-0.5;30;16.668;24.076;160;0;;3
17/02/16 00h00;4.5;1026.7;74;0.3;60;20.372;33.336;170;0;0;
17/02/16 03h00;5.5;1022.6;77;1.8;60;18.52;38.892;180;0;0;8
17/02/16 06h00;7.8;1019.2;70;2.7;30;27.78;40.744;200;0;;7
17/02/16 09h00;7.7;1016.9;82;4.8;15;29.632;55.56;200;0;;8
17/02/16 12h00;7.2;1014.2;78;3.6;15;24.076;44.448;190;0;;8
17/02/16 15h00;7.1;1011;93;6;7;20.372;35.188;180;4;;8
17/02/16 18h00;5.8;1011.5;90;4.3;9;20.372;35.188;350;6;;8
17/02/16 21h00;5.1;1012.7;86;2.9;20;11.112;31.484;10;2;;8
18/02/16 00h00;5.9;1012.8;78;2.4;60;12.964;22.224;350;;0;8
18/02/16 03h00;4.9;1013.4;82;2.1;60;14.816;40.744;340;1;0;8
18/02/16 06h00;3.8;1015.2;71;-1;20;11.112;20.372;320;0;;4
18/02/16 09h00;5;1017.7;66;-0.8;20;7.408;12.964;320;0;;3
18/02/16 12h00;8.4;1018.7;53;-0.6;50;11.112;20.372;320;0;0;6
18/02/16 15h00;9;1019.1;64;2.5;20;16.668;27.78;260;0;;4
18/02/16 18h00;5.5;1020.9;80;2.3;20;3.704;11.112;300;0;;2
18/02/16 21h00;1.4;1022.1;90;-0.1;30;7.408;9.26;230;0;;2
19/02/16 00h00;2.6;1022.5;93;1.6;55;9.26;18.52;240;0;0;
19/02/16 03h00;3.9;1021.8;88;2.1;55;12.964;29.632;230;0;0;7
19/02/16 06h00;3.6;1021.6;87;1.6;20;12.964;18.52;190;;;6
19/02/16 09h00;5.7;1021.3;86;3.5;20;16.668;42.596;230;0;;7
19/02/16 12h00;9.8;1020.2;69;4.4;20;33.336;53.708;230;;;6
19/02/16 15h00;8.5;1018.5;93;7.4;2;35.188;53.708;210;0;;7
19/02/16 18h00;9.8;1017.2;96;9.2;2;29.632;48.152;230;4;;8
19/02/16 21h00;10.1;1017.7;95;9.3;10;24.076;37.04;240;0;;8
20/02/16 00h00;9.9;1019;94;9;9;16.668;37.04;260;;0;8
20/02/16 03h00;9.8;1019.5;95;9;2.2;18.52;33.336;260;;0;8
20/02/16 06h00;10;1020.3;93;8.9;15;22.224;42.596;270;;;8
20/02/16 09h00;10.4;1021.9;93;9.3;10;20.372;42.596;250;0;;8
20/02/16 12h00;10.9;1022.7;95;10.1;3.5;35.188;59.264;240;;;8
20/02/16 15h00;11.3;1022;91;9.9;15;37.04;55.56;250;;;8
20/02/16 18h00;10.6;1022.6;96;10;2.5;25.928;46.3;250;;;8
20/02/16 21h00;10.7;1023.4;90;9.1;15;27.78;42.596;240;0;;8
21/02/16 00h00;;;;;;;;;;;
21/02/16 03h00;;;;;;;;;;;
21/02/16 06h00;;;;;;;;;;;
21/02/16 09h00;;;;;;;;;;;
21/02/16 12h00;;;;;;;;;;;
21/02/16 15h00;;;;;;;;;;;
21/02/16 18h00;;;;;;;;;;;
21/02/16 21h00;;;;;;;;;;;
22/02/16 00h00;;;;;;;;;;;
22/02/16 03h00;;;;;;;;;;;
22/02/16 06h00;;;;;;;;;;;
22/02/16 09h00;;;;;;;;;;;
22/02/16 12h00;;;;;;;;;;;
22/02/16 15h00;;;;;;;;;;;
22/02/16 18h00;;;;;;;;;;;
22/02/16 21h00;;;;;;;;;;;
23/02/16 00h00;;;;;;;;;;;
23/02/16 03h00;;;;;;;;;;;
23/02/16 06h00;;;;;;;;;;;
23/02/16 09h00;;;;;;;;;;;
23/02/16 12h00;;;;;;;;;;;
23/02/16 15h00;;;;;;;;;;;
23/02/16 18h00;;;;;;;;;;;
23/02/16 21h00;;;;;;;;;;;
24/02/16 00h00;;;;;;;;;;;
24/02/16 03h00;;;;;;;;;;;
24/02/16 06h00;;;;;;;;;;;
24/02/16 09h00;;;;;;;;;;;
24/02/16 12h00;;;;;;;;;;;
24/02/16 15h00;;;;;;;;;;;
24/02/16 18h00;;;;;;;;;;;
24/02/16 21h00;;;;;;;;;;;
25/02/16 00h00;;;;;;;;;;;
25/02/16 03h00;;;;;;;;;;;
25/02/16 06h00;;;;;;;;;;;
25/02/16 09h00;;;;;;;;;;;
25/02/16 12h00;;;;;;;;;;;
25/02/16 15h00;;;;;;;;;;;
25/02/16 18h00;;;;;;;;;;;
25/02/16 21h00;;;;;;;;;;;
26/02/16 00h00;;;;;;;;;;;
26/02/16 03h00;;;;;;;;;;;
26/02/16 06h00;;;;;;;;;;;
26/02/16 09h00;;;;;;;;;;;
26/02/16 12h00;;;;;;;;;;;
26/02/16 15h00;;;;;;;;;;;
26/02/16 18h00;;;;;;;;;;;
26/02/16 21h00;;;;;;;;;;;
27/02/16 00h00;;;;;;;;;;;
27/02/16 03h00;;;;;;;;;;;
27/02/16 06h00;;;;;;;;;;;
27/02/16 09h00;;;;;;;;;;;
27/02/16 12h00;;;;;;;;;;;
27/02/16 15h00;;;;;;;;;;;
27/02/16 18h00;;;;;;;;;;;
27/02/16 21h00;;;;;;;;;;;
28/02/16 00h00;;;;;;;;;;;
28/02/16 03h00;;;;;;;;;;;
28/02/16 06h00;;;;;;;;;;;
28/02/16 09h00;;;;;;;;;;;
28/02/16 12h00;;;;;;;;;;;
28/02/16 15h00;;;;;;;;;;;
28/02/16 18h00;;;;;;;;;;;
28/02/16 21h00;;;;;;;;;;;
01/03/16 00h00;8.6;1026.7;75;4.4;45;18.52;27.78;220;0;0;8
01/03/16 03h00;9.2;1024.4;91;7.8;2.7;24.076;40.744;230;;0;8
01/03/16 06h00;10.1;1022.1;92;8.9;15;29.632;51.856;230;0;;8
01/03/16 09h00;10;1021.3;92;8.8;12;31.484;51.856;240;0;;8
01/03/16 12h00;10.6;1019.2;94;9.7;5;33.336;59.264;250;4;;8
01/03/16 15h00;11.2;1017.4;96;10.6;2;24.076;48.152;260;3;;8
01/03/16 18h00;10.5;1016.9;88;8.6;20;18.52;51.856;270;;;7
01/03/16 21h00;9.5;1015.6;91;8.1;15;25.928;48.152;280;;;7
02/03/16 00h00;9.3;1014;82;6.4;15;14.816;35.188;260;0;0;8
02/03/16 03h00;7.6;1013.4;85;5.2;17;22.224;70.376;290;0;0;8
02/03/16 06h00;6.4;1013.4;65;0.3;15;16.668;40.744;300;0;;2
02/03/16 09h00;8.4;1013.2;68;2.8;20;27.78;50.004;280;0;;4
02/03/16 12h00;9.5;1012.5;61;2.3;15;44.448;77.784;290;0;;7
02/03/16 15h00;9.6;1012.4;69;4.2;15;42.596;77.784;300;0;;5
02/03/16 18h00;8.9;1013.5;70;3.7;10;37.04;74.08;300;0;;7
02/03/16 21h00;8.7;1014.8;67;2.9;13;33.336;66.672;310;0;;7
03/03/16 00h00;8.4;1014.8;70;3.2;16;27.78;55.56;300;0;0;7
03/03/16 03h00;7.8;1014.4;71;2.9;19;25.928;50.004;310;;0;7
03/03/16 06h00;7.1;1014.5;74;2.8;12;20.372;40.744;310;0;;7
03/03/16 09h00;7.6;1014.8;79;4.2;15;16.668;37.04;310;0;0;8
